on,1,5.806621167
on,2,5.806621167
on,3,5.806621167
on,4,36.446106042
on,5,38.813945042
off,5,46.282725959
on,5,74.076491084
on,6,78.316364125
off,6,98.349836209
on,6,125.538399375
off,7,129.216774625
on,7,132.390588417
on,8,136.715323542
on,0,140.859415625
off,0,177.091899
off,7,182.483350875
off,6,186.441910292
off,8,187.527308167
off,1,191.042462542
off,2,192.580414125
off,5,195.391112542
off,4,198.936105375
off,3,210.996196125
